Name,Edição,Etiquetas,Seção,Tema,URL
"Biblioteca, doce lar",47,,Por dentro - da Biblioteca Nacional,"Em longos estudos, pesquisadores passam dias inteiros na BN e se sentem em casa",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/biblioteca-doce-lar
Escolha a atração!,47,,Por dentro - do Documento,"Teatro, cinematógrafo, montanha-russa, restaurantes e estandes estão no Guia que orientava os visitantes da Exposição Nacional de 1908. Tem até previsão do tempo",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/por-dentro-do-documento/escolha-a-atracao
Carta do Editor - Nº 46,46,,Carta do editor,,https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/carta-do-editor/carta-do-editor-n-46
A seus postos!,46,,Em dia,Unicamp organiza primeira Olimpíada Nacional de História,https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/em-dia/a-seus-postos
Encontrando Darwin,46,,Em dia,Carioca aponta indícios da casa em que o naturalista inglês se hospedou no Brasil,https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/em-dia/encontrando-darwin
Cidade em apuros,46,,Em dia,Ex-moradores lutam para que vila paranaense fundada no século XVIII não suma do mapa de vez,https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/em-dia/cidade-em-apuros
Soltando o verbo,46,,Em dia,Espetáculo teatral reconstrói a vida de poeta português perseguido pela Inquisição em terras brasileiras,https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/em-dia/soltando-o-verbo
‘Padim’ vive,46,,Em dia,Processo de reabilitação no Vaticano reacende polêmica e faz surgirem documentos inéditos sobre o Padre Cícero,https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/em-dia/padim-vive
Sentindo-se em casa,46,Árabes no Brasil,Dossiê,Os árabes se adaptaram muito bem ao Brasil. E o Brasil a eles.,https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/capa/sentindo-se-em-casa
Fazemos qualquer negócio,46,Árabes no Brasil,Dossiê,"Dos mascates de São Paulo aos regatões da Amazônia, árabes povoaram o país comprando e vendendo de tudo",https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/capa/fazemos-qualquer-negocio
Árabes com Cristo,46,Árabes no Brasil,Dossiê,"Muçulmanos eram minoria. Até meados do século XX, as levas de imigrantes árabes no Brasil praticavam principalmente confissões cristãs",https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/capa/arabes-com-cristo
Da alface ao cafezinho,46,Árabes no Brasil,Dossiê,"A língua árabe marcou a Península Ibérica, invadiu o português e transportou-se para o Brasil. Mas, muitas vezes, o sentido das palavras mudou",https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/capa/da-alface-ao-cafezinho
"Vai trabalhar, paulista!",46,,Artigos,"A preguiça era o grande mal dos habitantes de São Paulo, segundo o olhar estarrecido de seu novo governador",https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/artigos-revista/vai-trabalhar-paulista
Tragédia sem fim,46,,Artigos,"Mais de meio século depois, ainda arde a lembrança do pior incêndio da história – o do Circo Norte-Americano, em Niterói. A memória acerca do episódio que matou cerca de 300 pessoas em 1961 é destrinchada pelo pesquisador Paulo Knauss",https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/artigos-revista/tragedia-sem-fim
Todos amam Vitalino,46,,Artigos,"Mestre escultor vindo de Caruaru caiu nas graças da arte erudita, transformando-se em mito nordestino e herói da cultura de massa",https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/artigos-revista/todos-amam-vitalino
Muro do demônio,46,,Artigos,Violenta resistência indígena dificultou a colonização do sertão nordestino. Portugal penou até o extermínio completo dos “bárbaros” tapuias,https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/artigos-revista/muro-do-demonio
Especial Padres em Crise - Novos mandamentos,46,,Artigos,"Ao defenderem sua missão social e política, padres e seminaristas brasileiros entraram em choque com a Igreja e a ditadura militar",https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/artigos-revista/especial-padres-em-crise-novos-mandamentos
Especial Padres em Crise - Do outro lado do altar,46,,Artigos,"Tradicional obrigação do sacerdócio católico, o celibato é cada vez mais questionado. Padres lutam pelo direito de casar",https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/artigos-revista/especial-padres-em-crise-do-outro-lado-do-altar
História como desenho - Entrevista com Laura de Mello e Souza,46,,Entrevista,“Não preciso matar os clássicos para me afirmar. Nunca tive como preocupação primeira dizer novidades”.,https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/entrevista/laura-de-mello-e-souza
Chá na selva,46,,Leituras,"Textos e romances ingleses relatam as aventuras de estrangeiros no Brasil, enfrentando doenças e conquistando riquezas",https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/leituras/cha-na-selva
Arquitetura de Alá,46,,Perspectiva,"Às margens da Baía da Guanabara, uma reforma urbana ergueu um suntuoso pavilhão em estilo mourisco. Não duraria meio século",https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/perspectiva/arquitetura-de-ala
Quem te convidou?,46,,Educação,"Visita inesperada a uma aula de História gera discussão entre o professor, republicano militante, e o conde d’Eu, representante da monarquia",https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/educacao/quem-te-convidou
Senhor indústria,46,,Retrato,Francesco Matarazzo chegou ao Brasil para abrir um armazém de secos e molhados. Transformou-se no maior industrial do país,https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/retrato/senhor-industria
Acesso irrestrito,46,,Por dentro - da Biblioteca Nacional,"Conversores de texto, rampas, equipamentos modernos: na BN, a vida dos deficientes físicos está mais fácil",https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/acesso-irrestrito
Oriente Médio por inteiro,46,,Por dentro - do Documento,"Em fotos, jornais, narrativas e manuscritos raros, a Biblioteca Nacional guarda precioso acervo sobre a região",https://web.archive.org/web/20160122074359/http://revistadehistoria.com.br/secao/por-dentro-do-documento/oriente-medio-por-inteiro
Carta do Editor - Nº 45,45,,Carta do editor,,https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/carta-do-editor/carta-do-editor-n-45
Situação cavernosa,45,,Em dia,Mais de 700 sítios rupestres no interior da Paraíba correm o risco de desaparecer,https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/em-dia/situacao-cavernosa
‘Madama’ tem nome?,45,,Em dia,"Dona de terras, porto e embarcações, ela foi poderosa em São Gonçalo",https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/em-dia/madama-tem-nome
Museu submerso,45,,Em dia,Pesquisadores de Santa Catarina mapeiam embarcações naufragadas nos séculos XVI e XVII,https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/em-dia/museu-submerso
Todos querem sê-lo,45,,Em dia,Correios recebem mais de mil sugestões por ano para temas dos selos nacionais,https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/em-dia/todos-querem-se-lo
Esperando o imperador,45,,Em dia,"Por todo o Brasil, casas, fazendas e até árvores celebram a passagem de D. Pedro II. Mesmo onde ele não apareceu",https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/em-dia/esperando-o-imperador
"Pula a fogueira, João!",45,São João,Dossiê,"Resistindo a disputas entre a Igreja e os ritos pagãos, o fogo do santo se manteve aceso e hoje alimenta “a mais brasileira das festas”",https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/capa/pula-a-fogueira-joao
A festa é do povo,45,São João,Dossiê,"Hoje sem controle rígido da Igreja, os festejos juninos assumem formatos variados e geram novas patrulhas, como a ambiental e a da segurança.",https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/capa/a-festa-e-do-povo
Onde estão os Grupos de Onze?,45,,Artigos,"A pedido de Brizola, milhares de pessoas se inscreveram em organização de resistência ao golpe. Mas nem sabiam do que se tratava.",https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/artigos-revista/onde-estao-os-grupos-de-onze
No cravo e na ferradura,45,,Artigos,"Contra o novo poder regencial, escravos e senhores se uniram em Minas pela volta de D. Pedro I. Seus interesses, obviamente, eram diferentes.",https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/artigos-revista/no-cravo-e-na-ferradura
ONGs de outrora,45,,Artigos,Centenas de associações funcionavam no Rio de Janeiro do início do século XX. A maioria era muito mais democrática e inclusiva do que o Estado.,https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/artigos-revista/ongs-de-outrora
A Índia é aqui,45,,Artigos,"No início do século XIX, a vida dos ricos comerciantes era cercada de roupas, decoração e objetos vindos do Oriente.",https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/artigos-revista/a-india-e-aqui
Os sem-igreja,45,,Artigos,"A dura batalha de uma comunidade mineira para recuperar sua capela colonial, levada para o pátio de uma empreiteira",https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/artigos-revista/os-sem-igreja
Paulo Sérgio Pinheiro,45,,Entrevista,&quot;Estamos muito atrasados na responsabilização dos torturadores e na reconstituição da verdade sobre o regime militar.&quot;,https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/entrevista/paulo-sergio-pinheiro
Divina ‘increnca’,45,,Leituras,"Com seu estilo “macarrônico”, o personagem Juó Bananére fez sucesso por mais de duas décadas dando voz aos imigrantes italianos de São Paulo.",https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/leituras/divina-increnca
Outdoor centenário,45,,Perspectiva,"Em 1911, a Cervejaria Bopp &amp; Irmãos inaugurava imponente prédio com fachada cheia de esculturas: entre o clássico e o rústico, proclamava as virtudes do produto.",https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/perspectiva/outdoor-centenario
O agora como mestre,45,,Educação,"Em vez de informações enciclopédicas e ordem cronológica, jovens aprendem História a partir de um cenário que conhecem bem: seu próprio presente",https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/educacao/o-agora-como-mestre
Um homem de fino trato,45,,Retrato,"Festejado abolicionista, Joaquim Nabuco teve uma trajetória destacada na política, na diplomacia e nas letras. E também fazia sucesso com as mulheres.",https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/retrato/um-homem-de-fino-trato
Qual é a dúvida?,45,,Por dentro - da Biblioteca Nacional,“Fale Conosco” da Biblioteca Nacional atende casos pra lá de curiosos,https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/qual-e-a-duvida
Por baixo da batina,45,,Por dentro - do Documento,Testamento revela traços da vida do padre e senador cearense que se opôs à política de D. João VI e D. Pedro I e se tornou um respeitado político no Império,https://web.archive.org/web/20160122062843/http://revistadehistoria.com.br/secao/por-dentro-do-documento/por-baixo-da-batina
Carta do Editor - Nº 44,44,,Carta do editor,,https://web.archive.org/web/20160122034017/http://revistadehistoria.com.br/secao/carta-do-editor/carta-do-editor-n-44
Desbravar e resistir,44,Amazônia,Dossiê,A ocupação do Acre se fez à base de borracha e violência.,https://web.archive.org/web/20160122034017/http://revistadehistoria.com.br/secao/capa/desbravar-e-resistir
Em boas mãos,44,Amazônia,Dossiê,Atividades econômicas predatórias começaram a mudar de rumo nos anos 1980: reservas sustentáveis abrem um novo caminho para os moradores da Amazônia.,https://web.archive.org/web/20160122034017/http://revistadehistoria.com.br/secao/capa/em-boas-maos
Luta organizada,44,Amazônia,Dossiê,A acelerada urbanização da Amazônia fez surgir várias propostas de desenvolvimento sustentável. A mais recente é o conceito de florestania.,https://web.archive.org/web/20160122034017/http://revistadehistoria.com.br/secao/capa/luta-organizada
Mapas com vida própria,44,Amazônia,Dossiê,"Dos índios artesãos de Manaus aos quilombolas do Maranhão, populações tradicionais retratam sua situação geográfica e social com auxílio de GPS.",https://web.archive.org/web/20160122034017/http://revistadehistoria.com.br/secao/capa/mapas-com-vida-propria
Fórum na íntegra - Qual é a sua Amazônia?,44,Amazônia,Dossiê,,https://web.archive.org/web/20160122034017/http://revistadehistoria.com.br/secao/capa/forum-na-integra-qual-e-a-sua-amazonia
